datapointID,class_label,spline_coeffs,stability_index
train_02727,-1,0.00000;0.02883;0.11653;0.20472;0.45057;0.47490;0.88132;0.89489;0.96581;1.00000,0.39132108576131525
train_02728,14,0.00000;0.00797;0.06210;0.09878;0.31975;0.36715;0.58529;0.64390;0.90597;1.00000,0.49250753963292676
train_02729,20,0.00000;0.13601;0.35296;0.58807;0.65946;0.67651;0.76494;0.86730;0.94780;1.00000,0.4359257893978822
train_02730,39,0.00000;0.04400;0.06179;0.18986;0.24647;0.43998;0.79282;0.86192;0.92248;1.00000,0.4564235948472602
train_02731,47,0.00000;0.05358;0.34520;0.40896;0.44209;0.69738;0.87540;0.90306;0.90667;1.00000,0.6439103907101478
train_02732,2,0.00000;0.08330;0.10243;0.37314;0.46202;0.71343;0.83562;0.87671;0.92189;1.00000,0.6083383130836381
train_02733,-1,0.00000;0.16099;0.30754;0.38095;0.54260;0.57219;0.58952;0.80933;0.83707;1.00000,0.40685537496632573
train_02734,2,0.00000;0.04141;0.27553;0.32883;0.40916;0.47150;0.51848;0.61103;0.94991;1.00000,0.39901359175231643
train_02735,12,0.00000;0.07478;0.12487;0.14358;0.15030;0.53725;0.75385;0.90855;0.93642;1.00000,0.5615982932333422
train_02736,11,0.00000;0.07022;0.11749;0.13079;0.36779;0.42356;0.46036;0.51220;0.75015;1.00000,0.458862225374561
train_02737,41,0.00000;0.01485;0.02130;0.09046;0.17556;0.46261;0.65829;0.87944;0.91337;1.00000,0.3396801041673363
train_02738,47,0.00000;0.14860;0.28181;0.28626;0.34192;0.48248;0.62457;0.67828;0.98094;1.00000,0.4404489679245028
train_02739,29,0.00000;0.05956;0.09343;0.24868;0.26505;0.39202;0.56977;0.81884;0.91738;1.00000,0.6250716310635557
train_02740,13,0.00000;0.01978;0.20812;0.31266;0.43156;0.61454;0.63499;0.69190;0.70467;1.00000,0.5105608278122944
train_02741,15,0.00000;0.17078;0.18431;0.21690;0.29190;0.35300;0.52395;0.53164;0.71263;1.00000,0.2702577320581879
train_02742,37,0.00000;0.17656;0.21740;0.33887;0.51865;0.54084;0.74737;0.89228;0.94703;1.00000,0.47944357736480936
train_02743,15,0.00000;0.09939;0.33846;0.44324;0.46514;0.58474;0.64316;0.66159;0.85909;1.00000,0.38119447369005705
train_02744,13,0.00000;0.00642;0.08137;0.14478;0.43573;0.49363;0.50454;0.59027;0.99433;1.00000,0.41801799158770386
train_02745,49,0.00000;0.16165;0.20667;0.33704;0.45385;0.45730;0.86096;0.92406;0.98917;1.00000,0.4675739998351658
train_02746,12,0.00000;0.08951;0.19009;0.52856;0.54677;0.57880;0.59985;0.71770;0.96752;1.00000,0.4475648110260683
train_02747,30,0.00000;0.13341;0.18371;0.18738;0.42826;0.47902;0.64461;0.81593;0.92621;1.00000,0.6122705207843206
train_02748,11,0.00000;0.18833;0.39536;0.67646;0.70968;0.79856;0.82184;0.84584;0.87266;1.00000,0.6086031587348056
train_02749,14,0.00000;0.06163;0.14397;0.21777;0.28742;0.30793;0.47888;0.52145;0.85776;1.00000,0.4029352928763831
train_02750,14,0.00000;0.10936;0.24611;0.53251;0.53385;0.74055;0.74651;0.84077;0.89776;1.00000,0.7999324175040503
train_02751,48,0.00000;0.17262;0.23120;0.30295;0.32589;0.37455;0.60206;0.70116;0.99927;1.00000,0.6218210992526719
train_02752,40,0.00000;0.21215;0.42590;0.43140;0.45371;0.47332;0.68688;0.73581;0.80303;1.00000,0.49258722462679644
train_02753,-1,0.00000;0.04416;0.05167;0.22343;0.25794;0.59669;0.71624;0.74731;0.87804;1.00000,0.7356207378547942
train_02754,27,0.00000;0.17139;0.23444;0.25158;0.33295;0.34042;0.48538;0.56928;0.75312;1.00000,0.32529684248452695
train_02755,26,0.00000;0.48295;0.51232;0.58214;0.70020;0.76364;0.82587;0.96746;0.99767;1.00000,0.4498799656544953
train_02756,35,0.00000;0.03385;0.33388;0.47310;0.67493;0.70786;0.89409;0.94319;0.97280;1.00000,0.35034388865009136
train_02757,48,0.00000;0.16638;0.22450;0.28511;0.45045;0.51986;0.54651;0.63300;0.94415;1.00000,0.48871313444773223
train_02758,8,0.00000;0.21417;0.24955;0.31637;0.33612;0.55450;0.81275;0.92736;0.98397;1.00000,0.3976428222602578
train_02759,-1,0.00000;0.10599;0.23880;0.35813;0.42588;0.49920;0.76778;0.77526;0.92523;1.00000,0.37452258313103787
train_02760,-1,0.00000;0.04895;0.15683;0.50016;0.59286;0.60130;0.63753;0.69983;0.82677;1.00000,0.5658298512496407
train_02761,30,0.00000;0.01406;0.02704;0.10565;0.13175;0.40018;0.66551;0.76072;0.78579;1.00000,0.2554922331211063
train_02762,29,0.00000;0.06092;0.31049;0.49111;0.66667;0.76140;0.89437;0.93735;0.94646;1.00000,0.5988332076492645
train_02763,9,0.00000;0.01663;0.18686;0.20376;0.23960;0.34328;0.41498;0.78045;0.82306;1.00000,0.3648586413610033
train_02764,16,0.00000;0.05514;0.07600;0.23819;0.26091;0.45320;0.77315;0.78282;0.95305;1.00000,0.40572416911322756
train_02765,-1,0.00000;0.03082;0.08795;0.11550;0.66938;0.69604;0.83230;0.94302;0.96341;1.00000,0.516264548949469
train_02766,23,0.00000;0.05955;0.19963;0.44796;0.63232;0.72711;0.80042;0.91270;0.96916;1.00000,0.15115465022284133
train_02767,0,0.00000;0.22774;0.39464;0.45362;0.52775;0.66744;0.76752;0.81375;0.88141;1.00000,0.6490303975628426
train_02768,27,0.00000;0.09144;0.28957;0.38153;0.44995;0.53598;0.71069;0.78793;0.79030;1.00000,0.4093684080617634
train_02769,-1,0.00000;0.21668;0.35278;0.41836;0.63649;0.67767;0.78550;0.87159;0.96054;1.00000,0.49472295336215116
train_02770,44,0.00000;0.04019;0.13444;0.14058;0.40969;0.55241;0.64191;0.71388;0.93366;1.00000,0.5339410739943715
train_02771,-1,0.00000;0.03818;0.06113;0.07456;0.10903;0.41261;0.48484;0.78883;0.92495;1.00000,0.3480074764078623
train_02772,31,0.00000;0.04321;0.05226;0.10853;0.15822;0.48152;0.51087;0.61471;0.71644;1.00000,0.37192817261790856
train_02773,21,0.00000;0.14182;0.23893;0.25451;0.52315;0.56745;0.57766;0.91212;0.91659;1.00000,0.5386972933332496
train_02774,-1,0.00000;0.05973;0.09303;0.19344;0.29004;0.57165;0.65534;0.90640;0.98042;1.00000,0.4541079960125357
train_02775,-1,0.00000;0.02666;0.21562;0.30469;0.36231;0.38411;0.40065;0.69173;0.92221;1.00000,0.5042664258559375
train_02776,46,0.00000;0.11074;0.33655;0.71062;0.73019;0.73539;0.80745;0.88817;0.93570;1.00000,0.5378727357054902
train_02777,-1,0.00000;0.07031;0.12489;0.15598;0.25692;0.28688;0.42635;0.47474;0.58112;1.00000,0.4612041795261724
train_02778,13,0.00000;0.13857;0.35422;0.41602;0.46632;0.50214;0.79199;0.79216;0.93294;1.00000,0.24397059942596233
train_02779,41,0.00000;0.16169;0.21633;0.25041;0.47011;0.53258;0.77160;0.78554;0.89243;1.00000,0.48220385201291405
train_02780,14,0.00000;0.05364;0.32697;0.40531;0.51796;0.71603;0.77404;0.80809;0.98911;1.00000,0.4100022461770881
train_02781,39,0.00000;0.15468;0.36623;0.48331;0.62247;0.75889;0.82292;0.83209;0.94940;1.00000,0.451136979153534
train_02782,18,0.00000;0.06128;0.10259;0.11944;0.27086;0.37850;0.49033;0.56845;0.91981;1.00000,0.5602468497669523
train_02783,15,0.00000;0.10503;0.12816;0.31638;0.32640;0.34678;0.50562;0.79223;0.80766;1.00000,0.613554770095751
train_02784,11,0.00000;0.01906;0.07989;0.29480;0.30727;0.38472;0.65525;0.71923;0.75075;1.00000,0.5798455448413192
train_02785,-1,0.00000;0.05849;0.24181;0.42429;0.57448;0.60812;0.63965;0.83221;0.83461;1.00000,0.33651779730312115
train_02786,15,0.00000;0.16039;0.24812;0.43486;0.45235;0.67412;0.67949;0.69456;0.84454;1.00000,0.5275995265008213
train_02787,43,0.00000;0.07601;0.29974;0.31211;0.31934;0.32718;0.33028;0.65263;0.85257;1.00000,0.3282466506156089
train_02788,28,0.00000;0.25548;0.25579;0.26430;0.47533;0.51665;0.61337;0.76209;0.91607;1.00000,0.5040339422398067
train_02789,-1,0.00000;0.28435;0.40275;0.50755;0.52845;0.54645;0.62753;0.85733;0.94394;1.00000,0.4486610413791134
train_02790,-1,0.00000;0.07591;0.25641;0.34143;0.48651;0.51857;0.70431;0.91693;0.98994;1.00000,0.830060414945662
train_02791,7,0.00000;0.11756;0.12491;0.12763;0.19379;0.23937;0.55777;0.71429;0.80983;1.00000,0.6530807283187545
train_02792,39,0.00000;0.01286;0.18679;0.37646;0.43430;0.55127;0.67055;0.96373;0.99589;1.00000,0.41301766018599784
train_02793,35,0.00000;0.06518;0.26171;0.41505;0.43559;0.54863;0.77534;0.82199;0.96262;1.00000,0.5659195043494281
train_02794,27,0.00000;0.13725;0.19956;0.26725;0.43051;0.63162;0.65001;0.97245;0.97582;1.00000,0.680504341053326
train_02795,48,0.00000;0.08874;0.09420;0.24526;0.30025;0.35338;0.54470;0.88805;0.99151;1.00000,0.46902949870685146
train_02796,44,0.00000;0.15918;0.18614;0.33508;0.37090;0.51065;0.76764;0.86249;0.92639;1.00000,0.2949682444920285
train_02797,-1,0.00000;0.01405;0.06707;0.07185;0.38118;0.48838;0.64679;0.85441;0.88152;1.00000,0.4238986288077901
train_02798,-1,0.00000;0.11741;0.16956;0.27760;0.42919;0.45654;0.57749;0.65734;0.90168;1.00000,0.393571314087896
train_02799,33,0.00000;0.02623;0.12544;0.30497;0.42501;0.52527;0.89565;0.91300;0.93828;1.00000,0.3828870761191181
train_02800,40,0.00000;0.24902;0.38512;0.55237;0.66104;0.77295;0.80133;0.81971;0.94056;1.00000,0.5140486494363702
train_02801,24,0.00000;0.02807;0.08343;0.08627;0.18353;0.20868;0.47624;0.48744;0.54371;1.00000,0.38971694156063763
train_02802,-1,0.00000;0.07260;0.13021;0.13376;0.17519;0.24800;0.32517;0.32834;0.53314;1.00000,0.29289487909479794
train_02803,19,0.00000;0.01943;0.04192;0.13950;0.21246;0.40454;0.80355;0.80988;0.81790;1.00000,0.3984378614973555
train_02804,31,0.00000;0.20242;0.38834;0.40253;0.55375;0.82320;0.84417;0.85616;0.88657;1.00000,0.5611905855738614
train_02805,3,0.00000;0.19850;0.33408;0.56693;0.61983;0.64629;0.67950;0.86283;0.86351;1.00000,0.2434445523923243
train_02806,43,0.00000;0.21560;0.31542;0.31872;0.60123;0.69326;0.72356;0.85019;0.97303;1.00000,0.26787964141189025
train_02807,42,0.00000;0.15424;0.20154;0.26157;0.37825;0.45599;0.55310;0.75088;0.89123;1.00000,0.46662261701473545
train_02808,43,0.00000;0.05783;0.38309;0.54842;0.72821;0.74860;0.85264;0.93847;0.98832;1.00000,0.30773616605625337
train_02809,23,0.00000;0.12028;0.16723;0.28555;0.42779;0.47238;0.76493;0.86051;0.89022;1.00000,0.6017578274608404
train_02810,40,0.00000;0.05246;0.38550;0.43715;0.52160;0.56337;0.59280;0.84702;0.87375;1.00000,0.3898004972148512
train_02811,-1,0.00000;0.08479;0.09687;0.19939;0.22425;0.23288;0.52156;0.54422;0.78406;1.00000,0.5671483874373405
train_02812,-1,0.00000;0.04911;0.05366;0.06452;0.12499;0.27130;0.28170;0.93383;0.96738;1.00000,0.5606916350622149
train_02813,-1,0.00000;0.25320;0.35466;0.51432;0.74419;0.84548;0.88855;0.90811;0.93547;1.00000,0.5636895455294598
train_02814,23,0.00000;0.08163;0.08186;0.48162;0.63453;0.68083;0.81274;0.81471;0.82937;1.00000,0.37710672476246443
train_02815,40,0.00000;0.10066;0.14049;0.28360;0.35015;0.49446;0.50643;0.65586;0.69890;1.00000,0.5344822898830713
train_02816,9,0.00000;0.03141;0.14669;0.25583;0.38725;0.55534;0.79123;0.89322;0.99248;1.00000,0.4244899413011211
train_02817,39,0.00000;0.00262;0.31661;0.37933;0.59902;0.61216;0.75835;0.78208;0.95795;1.00000,0.5324899858713645
train_02818,34,0.00000;0.07913;0.15351;0.49743;0.57159;0.67278;0.76443;0.77554;0.96090;1.00000,0.5522326563418439
train_02819,30,0.00000;0.11826;0.12761;0.18036;0.26953;0.37863;0.40133;0.56028;0.72199;1.00000,0.6165462480155725
train_02820,38,0.00000;0.00873;0.23352;0.26537;0.30752;0.52999;0.54425;0.57484;0.68382;1.00000,0.6637229320896235
train_02821,41,0.00000;0.11143;0.13631;0.22852;0.32485;0.61063;0.70478;0.77369;0.90267;1.00000,0.6222894045929008
train_02822,0,0.00000;0.14747;0.19365;0.20061;0.43414;0.43675;0.53753;0.89571;0.99743;1.00000,0.4568890777782193
train_02823,-1,0.00000;0.42325;0.51699;0.66851;0.68899;0.71213;0.74311;0.74491;0.82017;1.00000,0.30342478994902483
train_02824,-1,0.00000;0.10667;0.29615;0.31652;0.41189;0.48044;0.48415;0.66069;0.85926;1.00000,0.41271233643282584
train_02825,24,0.00000;0.03030;0.06333;0.14541;0.18932;0.34053;0.56802;0.57853;0.73016;1.00000,0.2802311152418506
train_02826,-1,0.00000;0.07738;0.12671;0.18144;0.19727;0.32621;0.68227;0.73681;0.74346;1.00000,0.4689097901499478
train_02827,-1,0.00000;0.04725;0.10009;0.11734;0.33288;0.41406;0.50748;0.75422;0.76475;1.00000,0.3958916975579679
train_02828,26,0.00000;0.19807;0.48685;0.49713;0.50586;0.52821;0.81265;0.83614;0.91772;1.00000,0.5584305807758072
train_02829,16,0.00000;0.23605;0.24292;0.46713;0.63191;0.83257;0.86929;0.93591;0.94697;1.00000,0.347453669378549
train_02830,11,0.00000;0.20337;0.26635;0.26816;0.27240;0.44420;0.48052;0.55139;0.67657;1.00000,0.4304435911882715
train_02831,40,0.00000;0.06228;0.08229;0.11873;0.17681;0.37715;0.81577;0.84958;0.91861;1.00000,0.6014536792285913
train_02832,6,0.00000;0.06497;0.14041;0.23304;0.42388;0.59406;0.64219;0.84748;0.97877;1.00000,0.5159703748703433
train_02833,20,0.00000;0.06571;0.28854;0.39052;0.41848;0.49897;0.72137;0.79154;0.87939;1.00000,0.43412839523657715
train_02834,40,0.00000;0.04812;0.11887;0.50391;0.58337;0.58929;0.60163;0.67678;0.98491;1.00000,0.595122565898935
train_02835,35,0.00000;0.12958;0.36885;0.38488;0.64209;0.66767;0.68761;0.75673;0.88647;1.00000,0.43283032069371064
train_02836,49,0.00000;0.08607;0.12591;0.30674;0.53012;0.61062;0.63655;0.73157;0.98104;1.00000,0.7191732661079449
train_02837,20,0.00000;0.06622;0.17912;0.41542;0.42008;0.46876;0.51528;0.72330;0.93396;1.00000,0.5490624037753534
train_02838,13,0.00000;0.27029;0.30357;0.39208;0.56442;0.67967;0.75418;0.81555;0.86027;1.00000,0.4095756500279017
train_02839,-1,0.00000;0.03450;0.16021;0.20243;0.31837;0.34563;0.72948;0.81906;0.98400;1.00000,0.41560182519424205
train_02840,-1,0.00000;0.04272;0.47167;0.53011;0.53780;0.57928;0.75143;0.87587;0.88905;1.00000,0.33100889833470876
train_02841,43,0.00000;0.27122;0.33863;0.35208;0.40511;0.48134;0.55209;0.59612;0.67079;1.00000,0.6315396375178169
train_02842,42,0.00000;0.13367;0.14971;0.29124;0.38695;0.39192;0.44058;0.46248;0.97963;1.00000,0.5506803611472132
train_02843,31,0.00000;0.06643;0.13063;0.16277;0.35644;0.50696;0.62850;0.82968;0.90050;1.00000,0.48653259702524343
train_02844,48,0.00000;0.03276;0.15623;0.18091;0.27294;0.28812;0.30538;0.52513;0.77562;1.00000,0.43524651994039426
train_02845,-1,0.00000;0.03005;0.22061;0.39080;0.40908;0.64771;0.69798;0.91799;0.96764;1.00000,0.4397084764055025
train_02846,20,0.00000;0.02049;0.08920;0.41567;0.42423;0.53083;0.67644;0.75865;0.78125;1.00000,0.5613003734852644
train_02847,39,0.00000;0.17610;0.21854;0.27488;0.37383;0.53922;0.57846;0.57947;0.77879;1.00000,0.6112645160620186
train_02848,4,0.00000;0.16131;0.20517;0.33041;0.49065;0.51535;0.56745;0.71161;0.75074;1.00000,0.3933109186139419
train_02849,6,0.00000;0.00163;0.25998;0.27861;0.30350;0.41185;0.51478;0.62311;0.70764;1.00000,0.2074714949253979
train_02850,36,0.00000;0.09766;0.45207;0.52840;0.65051;0.67962;0.68586;0.80943;0.92977;1.00000,0.38197348403143216
train_02851,22,0.00000;0.11749;0.23473;0.28560;0.37912;0.45914;0.82819;0.87785;0.90750;1.00000,0.4747079935153413
train_02852,26,0.00000;0.03785;0.33766;0.43426;0.55079;0.68741;0.75373;0.76670;0.90404;1.00000,0.47153496457507654
train_02853,23,0.00000;0.02403;0.13353;0.17511;0.34878;0.51518;0.56589;0.74149;0.83409;1.00000,0.2697176366919587
train_02854,49,0.00000;0.24494;0.27086;0.36704;0.75322;0.80290;0.89595;0.96847;0.99058;1.00000,0.3353945336709803
train_02855,-1,0.00000;0.07065;0.20514;0.26471;0.48486;0.79292;0.81012;0.90569;0.92201;1.00000,0.3581634675653112
train_02856,-1,0.00000;0.11527;0.22104;0.48475;0.52915;0.57438;0.68653;0.79135;0.99967;1.00000,0.4647305490782768
train_02857,43,0.00000;0.02534;0.15497;0.15698;0.24107;0.30867;0.33222;0.68915;0.80798;1.00000,0.557993998487513
train_02858,-1,0.00000;0.07037;0.14137;0.14393;0.19949;0.26277;0.45810;0.91630;0.93252;1.00000,0.4473097601596706
train_02859,21,0.00000;0.11945;0.16151;0.29434;0.48925;0.53595;0.57350;0.58589;0.59126;1.00000,0.5673606878824033
train_02860,42,0.00000;0.13160;0.18670;0.30775;0.36700;0.43142;0.71631;0.96960;0.99735;1.00000,0.5411606460008106
train_02861,26,0.00000;0.04375;0.09175;0.30852;0.51249;0.64508;0.67790;0.85551;0.88182;1.00000,0.40490001382785196
train_02862,36,0.00000;0.25371;0.33254;0.40000;0.49498;0.53223;0.75021;0.89571;0.96834;1.00000,0.25050915472792795
train_02863,10,0.00000;0.03977;0.18876;0.41943;0.48832;0.58601;0.66357;0.81786;0.93724;1.00000,0.3175444582965391
train_02864,23,0.00000;0.15122;0.15253;0.29936;0.40501;0.42760;0.47208;0.65797;0.93582;1.00000,0.539698668172231
train_02865,13,0.00000;0.02117;0.33980;0.51375;0.81639;0.86066;0.86240;0.90040;0.93753;1.00000,0.5895164282655301
train_02866,15,0.00000;0.15857;0.21971;0.42091;0.44695;0.49583;0.77522;0.84247;0.87740;1.00000,0.5779341823829036
train_02867,31,0.00000;0.16402;0.24276;0.33015;0.52660;0.59541;0.61409;0.77626;0.96946;1.00000,0.5195124175601046
train_02868,22,0.00000;0.01190;0.28775;0.36525;0.37009;0.37429;0.53414;0.58653;0.96485;1.00000,0.34511067250355026
train_02869,-1,0.00000;0.16899;0.19473;0.24679;0.31109;0.45437;0.52711;0.68600;0.99246;1.00000,0.2978968780048652
train_02870,5,0.00000;0.03121;0.04411;0.06031;0.08529;0.09734;0.57310;0.75341;0.96747;1.00000,0.316831486437132
train_02871,-1,0.00000;0.01344;0.11502;0.19538;0.36248;0.43017;0.44957;0.47519;0.92477;1.00000,0.5802897708261854
train_02872,23,0.00000;0.02231;0.02784;0.45735;0.52099;0.61470;0.63917;0.72028;0.75641;1.00000,0.5596272062567825
train_02873,0,0.00000;0.32200;0.37286;0.47017;0.47130;0.77887;0.93008;0.94807;0.96898;1.00000,0.4834999440138008
train_02874,-1,0.00000;0.00626;0.15566;0.17075;0.50522;0.63730;0.83679;0.88042;0.90364;1.00000,0.4413087465982656
train_02875,45,0.00000;0.04507;0.12057;0.14669;0.19047;0.28429;0.55085;0.62516;0.99021;1.00000,0.4634021568756325
train_02876,-1,0.00000;0.13457;0.26214;0.32990;0.53293;0.58654;0.61493;0.68104;0.75551;1.00000,0.5142768275484286
train_02877,44,0.00000;0.04354;0.27696;0.27989;0.36825;0.52778;0.59576;0.72585;0.96383;1.00000,0.5047238504437029
train_02878,34,0.00000;0.02063;0.12955;0.13602;0.13859;0.18423;0.42340;0.61971;0.92913;1.00000,0.6252231160054738
train_02879,-1,0.00000;0.03442;0.21848;0.25869;0.44410;0.52410;0.70451;0.70903;0.96198;1.00000,0.5795906575684351
train_02880,43,0.00000;0.12829;0.16628;0.18820;0.68698;0.72446;0.96747;0.98690;0.99148;1.00000,0.6372704715077041
train_02881,2,0.00000;0.26295;0.28825;0.33350;0.45429;0.45736;0.49887;0.82906;0.93447;1.00000,0.2691211874774641
train_02882,-1,0.00000;0.10241;0.14163;0.14863;0.19658;0.20833;0.61407;0.66724;0.85353;1.00000,0.462264822214774
train_02883,25,0.00000;0.17625;0.20346;0.20356;0.42011;0.46317;0.61475;0.66255;0.79081;1.00000,0.40177504300468747
train_02884,29,0.00000;0.13773;0.22029;0.26193;0.42156;0.73315;0.76398;0.78987;0.99365;1.00000,0.3551694022915099
train_02885,46,0.00000;0.27998;0.39169;0.71785;0.78036;0.81147;0.85793;0.88700;0.98117;1.00000,0.1605324573479606
train_02886,-1,0.00000;0.20184;0.21687;0.26320;0.29321;0.46202;0.60312;0.98039;0.99660;1.00000,0.4627643323532601
train_02887,-1,0.00000;0.00521;0.12380;0.18634;0.28261;0.39912;0.60551;0.69924;0.80050;1.00000,0.4722758347451617
train_02888,23,0.00000;0.03494;0.23123;0.37516;0.81101;0.84902;0.89461;0.96896;0.97749;1.00000,0.4709694799783071
train_02889,10,0.00000;0.00838;0.29149;0.32229;0.38078;0.46009;0.50534;0.60634;0.98381;1.00000,0.604626621994307
train_02890,14,0.00000;0.02830;0.04899;0.15397;0.24763;0.25110;0.51655;0.64243;0.69556;1.00000,0.49439477629232836
train_02891,40,0.00000;0.04171;0.17148;0.30318;0.70174;0.83547;0.87810;0.90671;0.99072;1.00000,0.24757340688674428
train_02892,47,0.00000;0.19662;0.29755;0.51757;0.71721;0.72115;0.75049;0.80113;0.89471;1.00000,0.5407565377717071
train_02893,-1,0.00000;0.06050;0.25944;0.34372;0.35617;0.54388;0.59916;0.61458;0.79081;1.00000,0.41432434506826693
train_02894,-1,0.00000;0.01239;0.32740;0.49459;0.59374;0.59678;0.83234;0.95101;0.95311;1.00000,0.2796130385670435
train_02895,43,0.00000;0.05386;0.15040;0.20828;0.48013;0.81701;0.92267;0.96237;0.96900;1.00000,0.4949219475972351
train_02896,4,0.00000;0.05987;0.21737;0.42514;0.74545;0.77924;0.82578;0.84280;0.90484;1.00000,0.40930974869887976
train_02897,-1,0.00000;0.09331;0.19427;0.46324;0.53558;0.65365;0.70295;0.82394;0.98517;1.00000,0.4271796502144466
train_02898,18,0.00000;0.07333;0.25937;0.42151;0.62455;0.71148;0.75698;0.84247;0.89693;1.00000,0.5040481828681201
train_02899,24,0.00000;0.06504;0.07706;0.31589;0.38498;0.40728;0.52406;0.68509;0.74728;1.00000,0.6140186047958148
train_02900,-1,0.00000;0.04991;0.15492;0.19319;0.32962;0.35931;0.57039;0.86519;0.90376;1.00000,0.4758145894258928
train_02901,37,0.00000;0.15538;0.50400;0.57013;0.60133;0.72078;0.76273;0.83588;0.85709;1.00000,0.4604893269227759
train_02902,13,0.00000;0.17837;0.20865;0.35069;0.36125;0.46910;0.55457;0.90987;0.91871;1.00000,0.4874232388066743
train_02903,9,0.00000;0.25695;0.28794;0.36123;0.36832;0.55739;0.60223;0.99180;0.99283;1.00000,0.6371427792525014
train_02904,-1,0.00000;0.02008;0.13895;0.31405;0.54650;0.55143;0.58956;0.60579;0.81861;1.00000,0.4954598258567894
train_02905,5,0.00000;0.08134;0.27529;0.28643;0.35194;0.56123;0.63207;0.70452;0.93842;1.00000,0.44487426524386825
train_02906,-1,0.00000;0.26724;0.28405;0.52292;0.67667;0.85070;0.85741;0.89153;0.96249;1.00000,0.5909111426793385
train_02907,-1,0.00000;0.02932;0.03150;0.03784;0.03899;0.20439;0.27692;0.31277;0.61514;1.00000,0.35443762131094075
train_02908,39,0.00000;0.03445;0.07772;0.10383;0.50083;0.59940;0.78644;0.88641;0.92104;1.00000,0.3454286463755508
train_02909,14,0.00000;0.02566;0.14820;0.33930;0.39642;0.53100;0.80383;0.92301;0.97291;1.00000,0.5205829900267778
train_02910,1,0.00000;0.41827;0.45072;0.51895;0.56197;0.73123;0.75917;0.78649;0.84931;1.00000,0.2829829977452494
train_02911,-1,0.00000;0.08922;0.23958;0.31390;0.38591;0.52784;0.83451;0.84920;0.97990;1.00000,0.34603259509055856
train_02912,-1,0.00000;0.07803;0.09694;0.21428;0.35153;0.41622;0.52174;0.79961;0.80525;1.00000,0.6063962457635949
train_02913,21,0.00000;0.14187;0.15257;0.17019;0.27690;0.36039;0.46233;0.61807;0.87724;1.00000,0.696481770216756
train_02914,-1,0.00000;0.12610;0.32831;0.33788;0.40526;0.61565;0.68146;0.73388;0.87266;1.00000,0.6165287312880723
train_02915,37,0.00000;0.12611;0.13414;0.19727;0.26097;0.51490;0.65001;0.69785;0.92792;1.00000,0.6448009949206641
train_02916,44,0.00000;0.22448;0.32721;0.35271;0.53833;0.67024;0.67105;0.83517;0.91622;1.00000,0.4388493417270486
train_02917,9,0.00000;0.01309;0.47635;0.57997;0.75957;0.76468;0.77160;0.84940;0.89009;1.00000,0.3734206859197372
train_02918,13,0.00000;0.16849;0.25286;0.32533;0.36228;0.53161;0.70530;0.72488;0.83422;1.00000,0.4952749465908638
train_02919,11,0.00000;0.15947;0.19012;0.24864;0.42541;0.47076;0.51393;0.77426;0.99570;1.00000,0.37907293643660833
train_02920,10,0.00000;0.06264;0.10159;0.25702;0.53155;0.56747;0.77967;0.78607;0.82316;1.00000,0.6302863944585144
train_02921,-1,0.00000;0.28151;0.47509;0.51990;0.54000;0.54304;0.62152;0.66080;0.71176;1.00000,0.375315665200329
train_02922,-1,0.00000;0.03013;0.25700;0.34701;0.43462;0.44031;0.55170;0.58852;0.69654;1.00000,0.3911900693470649
train_02923,12,0.00000;0.09636;0.45078;0.45737;0.56022;0.69232;0.71540;0.88759;0.89195;1.00000,0.5644447933378866
train_02924,9,0.00000;0.01928;0.22165;0.23805;0.32603;0.42534;0.83314;0.89396;0.95399;1.00000,0.5003207815801062
train_02925,14,0.00000;0.09930;0.24663;0.27419;0.39228;0.65624;0.84416;0.90224;0.95297;1.00000,0.6560210344461417
train_02926,27,0.00000;0.09207;0.13488;0.29592;0.44075;0.46009;0.64079;0.83078;0.85208;1.00000,0.5065134405066515
train_02927,43,0.00000;0.09674;0.42290;0.44553;0.59066;0.59757;0.64633;0.67003;0.94695;1.00000,0.5939504331698228
train_02928,5,0.00000;0.05564;0.42093;0.42211;0.47266;0.51590;0.84130;0.95355;0.99440;1.00000,0.32149460133648106
train_02929,48,0.00000;0.01981;0.16818;0.18088;0.27658;0.49039;0.57135;0.77685;0.79304;1.00000,0.44286620267296734
train_02930,10,0.00000;0.20098;0.50946;0.53144;0.70368;0.80307;0.81150;0.92077;0.95822;1.00000,0.4026933804732365
train_02931,38,0.00000;0.09498;0.21807;0.27515;0.42596;0.44013;0.56969;0.67528;0.69092;1.00000,0.5406927660415203
train_02932,46,0.00000;0.02895;0.08453;0.40535;0.42287;0.48373;0.58251;0.65796;0.72093;1.00000,0.3175163287590421
train_02933,30,0.00000;0.28986;0.35682;0.42770;0.55272;0.58632;0.65454;0.69421;0.89725;1.00000,0.6091372730914512
train_02934,0,0.00000;0.03126;0.56684;0.73458;0.76438;0.85385;0.85552;0.87628;0.93663;1.00000,0.1773459826755583
train_02935,-1,0.00000;0.01273;0.03974;0.29950;0.38584;0.39242;0.40573;0.56848;0.92039;1.00000,0.4193061197396844
train_02936,13,0.00000;0.10031;0.16895;0.36093;0.57186;0.81243;0.87554;0.87887;0.99937;1.00000,0.5420367363594872
train_02937,39,0.00000;0.00271;0.09379;0.13963;0.33804;0.35112;0.38873;0.44831;0.58566;1.00000,0.4506894349963663
